Test Type,RMSE,DTW min values,DTW max values,DTW avg values,DTW range values,min index,max index,DTW min values by class,DTW max values by class,DTW avg values by class,DTW range values by class,min index by class,max index by class
Beef with 16 segments for 5 permutations and nobottleneck,0.522125350234801,18.0030912884265,122.716928086272,51.3420287896025,104.713836797846,23,3,"[48.785081352946385, 25.20068974290831, 22.099461984004908, 18.00309128842647, 26.798172327827537]","[122.71692808627203, 79.29070600338586, 51.38866189184562, 56.33654784035819, 94.32006496573234]","[78.7495263146481, 51.53811842321745, 33.071957047048926, 39.5354174165526, 53.815124746545386]","[73.93184673332564, 54.090016260477555, 29.289199907840715, 38.33345655193172, 67.52189263790481]","[0, 7, 16, 23, 27]","[3, 6, 13, 18, 26]"
Beef with 16 segments for 6 permutations and nobottleneck,0.51001791565947,16.0271976798872,125.53671965453,51.8694191911419,109.509521974643,13,1,"[51.776810343062266, 25.966438302533586, 16.0271976798872, 22.941713177089778, 20.139280479760156]","[125.53671965453049, 98.20661780635473, 97.84532562488697, 54.8112259787088, 64.83805364372945]","[81.88529502412469, 59.992847480203096, 40.49613616886675, 40.471160085083206, 36.501657197431726]","[73.75990931146822, 72.24017950382114, 81.81812794499977, 31.86951280161902, 44.69877316396929]","[0, 8, 13, 19, 29]","[1, 7, 17, 20, 25]"
Beef with 16 segments for 7 permutations and nobottleneck,0.561286122724877,30.9627225160072,151.606633906293,57.8591577307302,120.643911390286,19,21,"[35.35372479902434, 32.80219304513864, 31.13771082575565, 30.962722516007208, 32.429593279668886]","[120.15999965376211, 116.81402499398874, 63.051748373261134, 151.60663390629298, 51.753896675936886]","[81.76997265497124, 60.202427996694475, 41.729449202145084, 65.12948470634888, 40.46445409349156]","[84.80627485473778, 84.0118319488501, 31.914037547505483, 120.64391139028578, 19.324303396268]","[0, 11, 12, 19, 25]","[4, 10, 16, 21, 29]"
Beef with 16 segments for 8 permutations and nobottleneck,0.463919552806229,19.8909205832316,165.886907552231,51.3384631227974,145.995986968999,17,1,"[59.68925314630554, 20.315770877472353, 19.89092058323163, 25.60112278317392, 32.002039119640216]","[165.8869075522308, 66.91443040523902, 40.335451200304036, 57.91556303892985, 45.82229391450938]","[110.8671536976144, 39.85833772022149, 30.61613804186513, 36.26919316183923, 39.081492992446535]","[106.19765440592528, 46.598659527766664, 20.444530617072406, 32.314440255755926, 13.820254794869165]","[0, 11, 17, 19, 26]","[1, 9, 12, 18, 25]"
Beef with 16 segments for 9 permutations and nobottleneck,0.540329481822379,15.2920607610851,245.676202484973,56.5006428419514,230.384141723887,7,1,"[29.154723805551534, 15.2920607610851, 16.864871581477743, 19.75515674823538, 16.061512481848037]","[245.67620248497255, 82.40766488356482, 58.85972411792861, 73.6991264225708, 61.645161295127934]","[118.55585404350336, 45.56357501482419, 31.562558688005932, 45.50437678551361, 41.316849677909694]","[216.52147867942102, 67.11560412247972, 41.994852536450864, 53.94396967433542, 45.58364881327989]","[0, 7, 13, 23, 28]","[1, 9, 16, 20, 29]"
Beef with 16 segments for 10 permutations and nobottleneck,0.439641905368321,25.2938921693373,182.661795821708,49.0588151858608,157.367903652371,22,1,"[45.78122406742935, 31.410833996953002, 25.932038179680394, 25.293892169337337, 28.79648189702664]","[182.6617958217082, 79.4115818816243, 48.154830889121406, 61.236151260929866, 53.02655388317538]","[90.07197093109899, 44.9250705304161, 35.922105592636385, 37.97331154991514, 36.40161732523757]","[136.88057175427886, 48.0007478846713, 22.222792709441013, 35.94225909159253, 24.23007198614874]","[0, 10, 16, 22, 26]","[1, 11, 13, 18, 27]"
Beef with 16 segments for 11 permutations and nobottleneck,0.493085245527719,21.0515039091806,142.627730226298,48.7459962962193,121.576226317117,6,4,"[27.11297978999233, 21.051503909180653, 27.212255258878187, 30.951892666069742, 33.82411727787775]","[142.62773022629784, 73.25235167127539, 70.7976130840263, 49.19093107340943, 66.44847634071726]","[80.19814714059883, 36.893854301300905, 41.5913369855004, 41.410031556664364, 43.636611497032014]","[115.51475043630552, 52.20084776209474, 43.58535782514811, 18.239038407339688, 32.62435906283952]","[0, 6, 14, 21, 24]","[4, 9, 13, 23, 29]"
Beef with 16 segments for 12 permutations and nobottleneck,0.393555129114193,19.8976747153819,87.1119810907839,41.5710513758171,67.214306375402,17,3,"[24.38950707916532, 21.050343808182518, 19.897674715381925, 22.4461744038558, 20.301853803124164]","[87.11198109078389, 67.24515446978039, 38.51969955360409, 51.551402299726185, 82.11642501229338]","[61.2737501786061, 40.511961413754, 29.02357434169726, 34.53124195926798, 42.51472898576009]","[62.722474011618566, 46.19481066159787, 18.622024838222167, 29.105227895870385, 61.814571209169216]","[0, 10, 17, 23, 25]","[3, 8, 13, 20, 27]"
Beef with 16 segments for 13 permutations and nobottleneck,0.411595185928637,14.2472286286135,164.537281843714,44.3239313992165,150.2900532151,28,1,"[49.50730739664642, 22.182159754536798, 23.257348147584338, 21.704844640597383, 14.247228628613456]","[164.5372818437137, 55.42807082524983, 41.95327112404851, 72.28808492385754, 75.44775526143638]","[82.99714098362072, 34.29083023145167, 31.120849515238746, 36.58052784231301, 36.63030842345854]","[115.0299744470673, 33.245911070713035, 18.695922976464175, 50.58324028326015, 61.20052663282293]","[0, 7, 13, 19, 28]","[1, 9, 17, 23, 26]"
Beef with 16 segments for 14 permutations and nobottleneck,0.452952870997612,15.3581873823303,112.134980856946,37.246720698813,96.7767934746157,17,3,"[19.73684715280269, 22.520459233174243, 15.358187382330277, 16.98600483760843, 22.95917691075686]","[112.13498085694594, 56.310942027712656, 23.94685792649324, 65.01368179934283, 32.47741924456369]","[71.6505225069219, 35.25536170962632, 18.96218563155573, 32.9889124832732, 27.376621162687673]","[92.39813370414325, 33.79048279453841, 8.588670544162964, 48.0276769617344, 9.518242333806832]","[0, 8, 17, 22, 27]","[3, 9, 16, 20, 28]"
Beef with 16 segments for 15 permutations and nobottleneck,0.387294282335339,15.6550586974428,122.515350452361,36.7568258423136,106.860291754918,28,4,"[22.792463837682895, 16.219977852604423, 17.91491013150107, 16.28870280484742, 15.655058697442826]","[122.5153504523613, 56.17521263922935, 29.89341937855675, 35.0371708647111, 56.34968754366698]","[68.75648197702444, 33.06303768086363, 22.76917093737647, 24.434223667821765, 34.76121494848149]","[99.7228866146784, 39.95523478662493, 11.97850924705568, 18.74846805986368, 40.694628846224155]","[0, 10, 17, 19, 28]","[4, 9, 12, 22, 26]"
Beef with 16 segments for 16 permutations and nobottleneck,0.45598646039791,19.5700268025134,99.6043963663419,37.6188336906635,80.0343695638286,28,9,"[24.415249401978272, 25.60477467575936, 22.527459975532295, 22.592973776773626, 19.570026802513357]","[71.1589166102008, 99.60439636634192, 33.01819599763197, 50.24110189994977, 29.939558902302355]","[49.65768872343974, 51.322256430910635, 27.03933107175155, 33.81889862986427, 26.255993597351083]","[46.74366720822253, 73.99962169058256, 10.490736022099675, 27.648128123176143, 10.369532099788998]","[0, 10, 13, 23, 28]","[2, 9, 15, 18, 25]"
Beef with 17 segments for 1 permutations and bottleneck,0.884465782959549,25.6169407406628,191.116564610468,93.7347755772,165.499623869805,7,4,"[70.09019793709726, 25.616940740662805, 55.06385273064886, 67.63522081984209, 66.76187557607261]","[191.11656461046783, 118.13349430973763, 120.41347437052292, 93.77237385243774, 177.49500406021232]","[114.19130278685334, 75.94367193850714, 84.52039512430127, 79.99512527532998, 114.02338276100839]","[121.02636667337057, 92.51655356907483, 65.34962163987406, 26.13715303259565, 110.73312848413971]","[0, 7, 17, 19, 29]","[4, 8, 14, 22, 28]"
Beef with 17 segments for 1 permutations and nobottleneck,0.706662637496881,21.4795668449098,234.097617506231,78.4945494677538,212.618050661321,17,1,"[70.53955811503542, 50.063806209727495, 21.479566844909826, 53.03386618514438, 31.872439497260576]","[234.09761750623096, 103.13980997484362, 78.43119728198135, 68.59119692951793, 109.99290059905985]","[118.80903151876954, 75.6808055540605, 63.03657830460841, 61.095333533873486, 73.85099842745721]","[163.55805939119554, 53.07600376511612, 56.95163043707153, 15.557330744373552, 78.12046110179928]","[0, 10, 17, 20, 28]","[1, 9, 16, 18, 27]"
Beef with 17 segments for 2 permutations and nobottleneck,0.692414371876804,30.5112546590998,108.646695985865,68.4740942547722,78.1354413267651,0,27,"[30.511254659099784, 39.25207833488587, 33.354091335747896, 32.54177709544822, 38.72516258591538]","[108.01297933668005, 75.85742892417181, 97.19129593270112, 99.31456006452174, 108.64669598586494]","[74.36108739934726, 59.05159390913273, 67.49298477601775, 63.639151924805354, 77.82565326455789]","[77.50172467758026, 36.60535058928594, 63.83720459695323, 66.77278296907352, 69.92153339994957]","[0, 11, 12, 19, 28]","[1, 9, 17, 20, 27]"
Beef with 17 segments for 3 permutations and nobottleneck,0.534358968611514,23.5786145558737,145.135938659652,59.8612539847671,121.557324103778,11,4,"[41.342778605584435, 23.578614555873706, 30.477784583681945, 33.09395561510464, 25.700552029987154]","[145.13593865965166, 84.0270600371289, 40.059410121337564, 108.88077787474404, 91.29500722582529]","[97.63782884135397, 51.70248761295559, 35.98937637336669, 58.93511379279591, 55.04146330336314]","[103.79316005406722, 60.4484454812552, 9.581625537655619, 75.7868222596394, 65.59445519583814]","[5, 11, 15, 22, 28]","[4, 9, 14, 20, 26]"
Beef with 17 segments for 4 permutations and nobottleneck,0.630200249941948,17.5297174751091,150.280983897134,59.3784535876225,132.751266422025,11,4,"[22.95452811943212, 17.529717475109088, 24.688808487523488, 36.299755943931345, 23.26762875959132]","[150.28098389713418, 125.48759942076407, 49.494436184593404, 71.38670844231488, 102.27409185576138]","[88.01321411249255, 64.95237230227485, 35.89902592011241, 53.01781992683585, 55.00983567639685]","[127.32645577770205, 107.95788194565498, 24.805627697069916, 35.08695249838354, 79.00646309617007]","[0, 11, 14, 22, 28]","[4, 9, 13, 19, 25]"
Beef with 17 segments for 5 permutations and nobottleneck,0.544845664414741,14.5663520590034,137.317581069268,59.2102499776476,122.751229010265,19,2,"[31.22037949486088, 23.308103708395628, 34.24540922532462, 14.56635205900341, 31.202081429113946]","[137.31758106926807, 73.62981005951772, 85.60620950479593, 84.38033280142629, 69.26907610157637]","[89.96221133122816, 51.51030406947973, 54.31852859418576, 50.85290082656689, 49.407305066777646]","[106.0972015744072, 50.321706351122096, 51.360800279471306, 69.81398074242288, 38.06699467246243]","[0, 7, 17, 19, 29]","[2, 6, 12, 18, 27]"
Beef with 17 segments for 6 permutations and nobottleneck,0.515467541411517,17.3996179874312,122.110358003905,49.8787240744737,104.710740016474,13,4,"[45.91720768569705, 17.74798098490122, 17.39961798743118, 28.98332099509709, 19.53921523363431]","[122.11035800390532, 83.07644446199768, 68.85521950532343, 79.06018482796378, 51.51747945860015]","[76.36456384796594, 46.065831947388205, 44.17143636164817, 42.29911077260811, 40.49267744275824]","[76.19315031820827, 65.32846347709646, 51.45560151789225, 50.07686383286669, 31.97826422496584]","[0, 11, 13, 23, 29]","[4, 9, 15, 21, 27]"
Beef with 17 segments for 7 permutations and nobottleneck,0.493857215291287,19.5927498433943,184.079559255006,52.4790839523044,164.486809411612,25,1,"[32.97020316198305, 20.62637581341327, 20.30725344736976, 26.928235356357217, 19.592749843394277]","[184.07955925500616, 79.90768564330637, 53.45579137921266, 65.1253189370484, 69.65571400374678]","[91.46418593873948, 45.84793164007076, 37.09786576183074, 40.4280931179724, 47.557343302908805]","[151.1093560930231, 59.2813098298931, 33.1485379318429, 38.197083580691185, 50.06296416035251]","[0, 11, 16, 22, 25]","[1, 9, 14, 23, 27]"
Beef with 17 segments for 8 permutations and nobottleneck,0.557123864573906,19.051976747496,182.114628213853,57.5118216942091,163.062651466357,11,4,"[32.33636984636861, 19.051976747496, 20.993373632357013, 26.207696648565697, 40.537058190583835]","[182.11462821385334, 94.20636543388255, 62.48006175679829, 82.38967113112562, 61.43858168057877]","[110.6676711534498, 46.46443207560054, 34.823354137178505, 49.77435968007498, 45.829291424741676]","[149.77825836748474, 75.15438868638655, 41.48668812444128, 56.18197448255992, 20.901523489994936]","[0, 11, 13, 23, 27]","[4, 9, 16, 20, 26]"
Beef with 17 segments for 9 permutations and nobottleneck,0.446598847030844,18.6478804411648,126.783893831386,42.7066723967966,108.136013390221,7,1,"[28.21511778707015, 18.64788044116476, 21.420160290617247, 24.559254703379363, 20.660455993942463]","[126.7838938313862, 67.7862641795561, 34.875325763115434, 80.8923967940562, 52.452625333747385]","[82.13449246662387, 35.906974065541014, 27.75701842775854, 37.93912177989038, 29.795755244169296]","[98.56877604431605, 49.13838373839134, 13.455165472498187, 56.33314209067683, 31.79216933980492]","[0, 7, 13, 22, 29]","[1, 9, 15, 18, 26]"
Beef with 17 segments for 10 permutations and nobottleneck,0.522483486020258,16.5175353736818,140.89885256177,50.3902266635579,124.381317188088,11,1,"[58.01932995677786, 16.517535373681817, 28.09521112567006, 27.800286554714752, 18.966892030445596]","[140.89885256177018, 79.65060859385063, 93.62565762888596, 64.23886300546853, 69.49456044521546]","[78.87240758071216, 47.13779551236944, 47.53196090921742, 38.37378864178954, 40.0351806737008]","[82.87952260499233, 63.13307322016882, 65.5304465032159, 36.43857645075378, 50.52766841476986]","[0, 11, 16, 23, 25]","[1, 10, 17, 20, 28]"
Beef with 17 segments for 11 permutations and nobottleneck,0.348944536213907,20.9213674410964,153.114117713949,42.5407375358199,132.192750272852,22,2,"[30.105903701663635, 23.644798555114388, 24.369829354107083, 20.921367441096432, 28.05035996691886]","[153.1141177139488, 59.92891814608209, 56.42419993662526, 34.11686158107949, 44.70937317910733]","[69.85599018810368, 37.69311212512377, 40.02454040719837, 30.773235894853837, 34.356809063819846]","[123.00821401228515, 36.284119590967705, 32.054370582518175, 13.195494139983058, 16.65901321218847]","[0, 8, 13, 22, 27]","[2, 10, 17, 19, 28]"
Beef with 17 segments for 12 permutations and nobottleneck,0.415610790919445,17.5324976937412,112.485618777471,43.3942252541378,94.9531210837299,28,4,"[57.706873442600454, 18.686075791796043, 17.704228164032266, 17.789083163647526, 17.532497693741202]","[112.48561877747112, 84.28339242539971, 45.23412060808231, 42.61016865076861, 45.971400869533134]","[80.6714351011158, 42.53597646184996, 30.895710764885298, 30.110465562382657, 32.757538380455294]","[54.77874533487066, 65.59731663360367, 27.52989244405004, 24.82108548712108, 28.438903175791932]","[2, 11, 13, 23, 28]","[4, 9, 12, 20, 24]"
Beef with 17 segments for 13 permutations and nobottleneck,0.440655758529819,19.7305673469553,151.282387786142,45.0825771137031,131.551820439187,13,2,"[27.05929075159174, 19.942013605965727, 19.73056734695532, 24.24441205515312, 20.305320248514803]","[151.2823877861422, 74.92311539617322, 32.766227106643115, 76.82961620391374, 38.859001330958904]","[88.6559791664191, 37.41363874488491, 28.240370021115965, 42.20230486009083, 28.900592776004697]","[124.22309703455048, 54.98110179020749, 13.035659759687796, 52.585204148760624, 18.5536810824441]","[0, 11, 13, 23, 25]","[2, 9, 12, 19, 29]"
Beef with 17 segments for 14 permutations and nobottleneck,0.412227121534926,19.0424565685683,117.600077773038,41.2435105190324,98.5576212044701,22,2,"[41.93605743217876, 20.459641010063528, 23.92639108570408, 19.042456568568316, 19.414162613910786]","[117.60007777303842, 48.72605671765327, 48.463842120067156, 36.27226947457409, 47.075629293862384]","[85.71272303236269, 30.660049109859504, 31.724475910153966, 28.6771301644913, 29.4431743782945]","[75.66402034085966, 28.266415707589744, 24.537451034363077, 17.229812906005773, 27.661466679951598]","[5, 11, 16, 22, 25]","[2, 9, 14, 18, 26]"
Beef with 17 segments for 15 permutations and nobottleneck,0.415481172883914,14.9226496851719,119.945145685995,43.7311986192816,105.022496000823,17,3,"[40.954189212837015, 21.38221929350344, 14.922649685171882, 22.76905333450775, 17.6358924892297]","[119.94514568599496, 92.65471263955692, 68.08975504909677, 46.8011323171815, 49.14490360648358]","[78.22232817463752, 40.46240658188443, 33.381682982595606, 34.36341841033236, 32.22615694695815]","[78.99095647315795, 71.27249334605348, 53.16710536392488, 24.03207898267375, 31.50901111725388]","[5, 11, 17, 19, 25]","[3, 9, 15, 23, 26]"
